actual,predicted,verdict,risk_per_msg,command,progress
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.67,ENGAGE,3/5
SCAM,SCAM,SCAM,2.98,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.91,EXTRACT,5/8
SCAM,SCAM,SCAM,2.15,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.14,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.9,EXTRACT,3/8
SCAM,SCAM,SCAM,1.03,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.41,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.56,ENGAGE,1/5
SCAM,SCAM,SCAM,1.04,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.82,EXTRACT,3/8
SCAM,SCAM,SCAM,2.84,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.05,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,1/5
SCAM,SCAM,SCAM,1.0,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.79,EXTRACT,3/8
SCAM,SCAM,SCAM,2.2,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.41,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.04,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.53,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.17,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.79,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.92,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.67,ENGAGE,1/5
SCAM,SCAM,SCAM,1.66,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.89,EXTRACT,3/8
SCAM,SCAM,SCAM,1.63,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,3.79,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.1,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.07,ENGAGE,2/5
SCAM,SCAM,SCAM,2.13,EXTRACT,3/8
SCAM,SCAM,SCAM,1.88,EXTRACT,4/11
SCAM,SCAM,SCAM,1.98,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.57,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.95,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.5,ENGAGE,3/5
SCAM,SCAM,SCAM,1.24,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.87,EXTRACT,5/8
SCAM,SCAM,SCAM,1.39,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,3.32,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.79,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.87,EXTRACT,5/8
SCAM,SCAM,SCAM,1.64,EXTRACT,1/8
SCAM,SCAM,SCAM,1.34,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,2.11,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,4/11
SCAM,SCAM,SCAM,1.18,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.34,ENGAGE,1/5
SCAM,SCAM,SCAM,1.77,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.22,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/11
SCAM,SCAM,SCAM,1.55,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.48,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.99,EXTRACT,3/8
SCAM,SCAM,SCAM,1.15,EXTRACT,4/11
SCAM,SCAM,SCAM,1.55,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.18,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.12,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.61,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,4/5
SCAM,SCAM,SCAM,1.87,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.43,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.95,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.57,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.94,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.66,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.01,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.98,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.41,ENGAGE,5/5
SCAM,SCAM,SCAM,1.41,EXTRACT,1/8
SCAM,SCAM,SCAM,1.3,EXTRACT,2/11
SCAM,SCAM,SCAM,1.96,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.45,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.02,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.55,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.94,ENGAGE,3/5
SCAM,SCAM,SCAM,1.0,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.15,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.8,ENGAGE,1/5
SCAM,SCAM,SCAM,1.81,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.35,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.9,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.96,ENGAGE,1/5
SCAM,SCAM,SCAM,1.41,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,3.2,EXTRACT,3/8
SCAM,SCAM,SCAM,4.15,EXTRACT,4/11
SCAM,SCAM,SCAM,1.12,EXTRACT,5/14
SCAM,SCAM,SCAM,1.93,EXTRACT,1/8
SCAM,SCAM,SCAM,2.63,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,4.84,EXTRACT,3/11
SCAM,SCAM,SCAM,1.27,EXTRACT,4/14
SCAM,SCAM,SCAM,2.43,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.21,ENGAGE,1/5
SCAM,SCAM,SCAM,1.62,EXTRACT,2/8
SCAM,SCAM,SCAM,1.7,EXTRACT,3/11
SCAM,SCAM,SCAM,1.0,EXTRACT,4/14
SCAM,SCAM,SCAM,1.24,EXTRACT,5/17
SCAM,SCAM,SCAM,1.59,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.08,EXTRACT,2/8
SCAM,SCAM,SCAM,1.82,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.99,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.36,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.88,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
SCAM,SCAM,SCAM,1.14,EXTRACT,3/8
SCAM,SCAM,SCAM,1.38,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.56,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.87,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,2/5
SCAM,SCAM,SCAM,1.31,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.18,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.18,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,1/5
SCAM,SCAM,SCAM,1.91,EXTRACT,2/8
SCAM,SCAM,SCAM,1.87,EXTRACT,3/11
SCAM,SCAM,SCAM,1.81,EXTRACT,4/14
SCAM,SCAM,SCAM,1.97,EXTRACT,5/17
SCAM,SCAM,SCAM,1.73,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.03,EXTRACT,2/8
SCAM,SCAM,SCAM,1.58,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.55,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.83,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.06,ENGAGE,3/5
SCAM,SCAM,SCAM,1.0,EXTRACT,4/8
SCAM,SCAM,SCAM,1.23,EXTRACT,5/11
SCAM,SCAM,SCAM,1.64,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.29,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.46,EXTRACT,4/11
SCAM,SCAM,SCAM,1.77,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
SCAM,SCAM,SCAM,1.49,EXTRACT,2/8
SCAM,SCAM,SCAM,1.71,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.62,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.61,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.4,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.05,ENGAGE,3/5
SCAM,SCAM,SCAM,1.46,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.21,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.77,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.38,ENGAGE,2/5
SCAM,SCAM,SCAM,1.94,EXTRACT,3/8
SCAM,SCAM,SCAM,1.49,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.9,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,4.03,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.21,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.31,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.9,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.73,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,2.48,ENGAGE,1/5
SCAM,SCAM,SCAM,1.47,EXTRACT,2/8
SCAM,SCAM,SCAM,2.03,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.84,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.53,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.65,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.1,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.26,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.96,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,5/5
SCAM,SCAM,SCAM,1.24,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.75,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.87,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.65,ENGAGE,1/5
SCAM,SCAM,SCAM,1.25,EXTRACT,2/8
SCAM,SCAM,SCAM,2.57,EXTRACT,3/11
SCAM,SCAM,SCAM,1.98,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.09,EXTRACT,5/14
SCAM,SCAM,SCAM,4.8,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.7,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.2,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.82,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.94,EXTRACT,5/8
SCAM,SCAM,SCAM,1.49,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.87,EXTRACT,2/8
SCAM,SCAM,SCAM,1.05,EXTRACT,3/11
SCAM,SCAM,SCAM,1.81,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.95,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.79,ENGAGE,1/5
SCAM,SCAM,SCAM,1.68,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,3.07,EXTRACT,3/8
SCAM,SCAM,SCAM,1.09,EXTRACT,4/11
SCAM,SCAM,SCAM,2.11,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.3,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,2/5
SCAM,SCAM,SCAM,1.64,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.21,EXTRACT,4/8
SCAM,SCAM,SCAM,1.66,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
SCAM,SCAM,SCAM,2.2,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.82,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.91,EXTRACT,4/8
SCAM,SCAM,SCAM,1.83,EXTRACT,5/11
SCAM,SCAM,SCAM,1.46,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.48,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,3/8
SCAM,SCAM,SCAM,1.78,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.37,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.41,ENGAGE,1/5
SCAM,SCAM,SCAM,1.74,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.65,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.88,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.89,EXTRACT,5/8
SCAM,SCAM,SCAM,1.18,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.29,EXTRACT,2/8
SCAM,SCAM,SCAM,1.14,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.16,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.19,EXTRACT,5/11
SCAM,SCAM,SCAM,1.79,EXTRACT,1/8
SCAM,SCAM,SCAM,1.48,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.76,EXTRACT,3/11
SCAM,SCAM,SCAM,1.04,EXTRACT,4/14
SCAM,SCAM,SCAM,1.42,EXTRACT,5/17
SCAM,SCAM,SCAM,2.67,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.77,EXTRACT,2/8
SCAM,SCAM,SCAM,2.49,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.33,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.5,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.99,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.69,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.83,ENGAGE,4/5
SCAM,SCAM,SCAM,1.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.46,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.73,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.72,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.1,ENGAGE,5/5
SCAM,SCAM,SCAM,2.53,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.75,EXTRACT,2/8
SCAM,SCAM,SCAM,1.97,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.91,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.18,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.54,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.09,ENGAGE,3/5
SCAM,SCAM,SCAM,2.34,EXTRACT,4/8
SCAM,SCAM,SCAM,1.58,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.23,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.2,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.5,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.02,ENGAGE,5/5
SCAM,SCAM,SCAM,1.73,EXTRACT,1/8
SCAM,SCAM,SCAM,1.8,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.27,EXTRACT,3/11
SCAM,SCAM,SCAM,1.46,EXTRACT,4/14
SCAM,SCAM,SCAM,1.71,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,2.07,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.82,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.84,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.21,ENGAGE,4/5
SCAM,SCAM,SCAM,1.55,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.84,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.33,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.99,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.95,ENGAGE,4/5
SCAM,SCAM,SCAM,2.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.42,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.38,ENGAGE,2/5
SCAM,SCAM,SCAM,1.66,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.6,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.02,ENGAGE,1/5
SCAM,SCAM,SCAM,1.67,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,3.1,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.7,EXTRACT,4/8
SCAM,SCAM,SCAM,1.85,EXTRACT,5/11
SCAM,SCAM,SCAM,1.18,EXTRACT,1/8
SCAM,SCAM,SCAM,1.9,EXTRACT,2/11
SCAM,SCAM,SCAM,1.21,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,2.3,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.96,ENGAGE,1/5
SCAM,SCAM,SCAM,2.17,EXTRACT,2/8
SCAM,SCAM,SCAM,2.32,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,5.5,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.67,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.86,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.1,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,4/5
SCAM,SCAM,SCAM,1.25,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.93,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.64,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.31,ENGAGE,4/5
SCAM,SCAM,SCAM,1.5,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.28,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.62,ENGAGE,2/5
SCAM,SCAM,SCAM,1.18,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.72,EXTRACT,4/8
SCAM,SCAM,SCAM,1.15,EXTRACT,5/11
SCAM,SCAM,SCAM,1.87,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.05,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.92,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.16,EXTRACT,4/8
SCAM,SCAM,SCAM,2.08,EXTRACT,5/11
SCAM,SCAM,SCAM,1.75,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,2/8
SCAM,SCAM,SCAM,1.74,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.58,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.88,EXTRACT,5/11
SCAM,SCAM,SCAM,1.29,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.05,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.47,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.97,EXTRACT,4/8
SCAM,SCAM,SCAM,2.46,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.88,ENGAGE,1/5
SCAM,SCAM,SCAM,1.32,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,3/8
SCAM,SCAM,SCAM,1.79,EXTRACT,4/11
SCAM,SCAM,SCAM,1.69,EXTRACT,5/14
SCAM,SCAM,SCAM,2.24,EXTRACT,1/8
SCAM,SCAM,SCAM,1.7,EXTRACT,2/11
SCAM,SCAM,SCAM,1.28,EXTRACT,3/14
SCAM,SCAM,SCAM,1.6,EXTRACT,4/17
NO_SCAM,NO_SCAM,NO_SCAM,1.58,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,1/5
SCAM,SCAM,SCAM,1.68,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.88,EXTRACT,3/8
SCAM,SCAM,SCAM,1.48,EXTRACT,4/11
SCAM,SCAM,SCAM,1.61,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.79,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.04,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.07,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.64,ENGAGE,4/5
SCAM,SCAM,SCAM,2.05,EXTRACT,5/8
SCAM,SCAM,SCAM,1.94,EXTRACT,1/8
SCAM,SCAM,SCAM,2.09,EXTRACT,2/11
SCAM,SCAM,SCAM,2.09,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.64,EXTRACT,4/14
SCAM,SCAM,SCAM,1.92,EXTRACT,5/17
SCAM,SCAM,SCAM,1.99,EXTRACT,1/8
SCAM,SCAM,SCAM,1.67,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.64,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.27,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.97,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.58,ENGAGE,1/5
SCAM,SCAM,SCAM,2.09,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,4.51,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.5,EXTRACT,4/8
SCAM,SCAM,SCAM,1.99,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.74,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.41,ENGAGE,2/5
SCAM,SCAM,SCAM,2.21,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.86,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,4.15,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.06,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.5,ENGAGE,3/5
SCAM,SCAM,SCAM,1.12,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.53,EXTRACT,5/8
SCAM,SCAM,SCAM,1.45,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.92,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,3.07,EXTRACT,3/8
SCAM,SCAM,SCAM,2.02,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.96,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,4.33,ENGAGE,2/5
SCAM,SCAM,SCAM,1.34,EXTRACT,3/8
SCAM,SCAM,SCAM,2.05,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.59,EXTRACT,5/11
SCAM,SCAM,SCAM,1.46,EXTRACT,1/8
SCAM,SCAM,SCAM,1.72,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/11
SCAM,SCAM,SCAM,2.36,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/14
SCAM,SCAM,SCAM,1.48,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.36,EXTRACT,2/8
SCAM,SCAM,SCAM,1.58,EXTRACT,3/11
SCAM,SCAM,SCAM,1.63,EXTRACT,4/14
SCAM,SCAM,SCAM,4.69,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.32,ENGAGE,1/5
SCAM,SCAM,SCAM,1.2,EXTRACT,2/8
SCAM,SCAM,SCAM,2.22,EXTRACT,3/11
SCAM,SCAM,SCAM,1.48,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.29,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.15,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.46,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.3,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.48,ENGAGE,4/5
